sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
https://www.dailymail.co.uk/money/markets/article-14262879/Faberge-owner-Gemfields-hit-Zambia-emerald-tax.html,20250108,Faberge owner Gemfields hit by Zambia emerald tax | Daily Mail Online,live_ok_trafilatura,0.99,0.98,0.85,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Zambia has reimposed a 15 per cent export duty that had been suspended since 2020, with 'no notice or prior consultation'."" | ""The company will engage with the Zambian Government to seek the re-introduction of the suspension of this export duty or to remove it from the legislation given the impact on sector sustainability and investment attractiveness."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""The export duty will be owed on top of an existing 6 per cent mineral royalty tax, meaning Kagem faces an effective tax on revenue of 21 per cent, according to Gemfields 6 in addition to corporation tax of 30 per cent."" | ""Gemfields says Kagem paid an effective 31 per cent of its revenues to the Zambian government in the form of mineral royalty, corporation tax and dividends in 2023.""",Kagem Mining,,emeralds,Gemfields,Governance || Social,"Regulation, Compliance & Institutions || Livelihoods & Economy",Legislative and regulatory framework effectiveness || Income generation and poverty reduction or exacerbation
https://www.investegate.co.uk:443/announcement/rns/firering-strategic-minerals-di---frg/2025-statement-new-investor-presentation/8652982,20250108,2025 Statement & New Investor Presentation | Company Announcement | Investegate,live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Limeco is potentially set to become Zambia's largest producer of high-grade quicklime, ideally positioned to support the nation's expanding copper industry as well as other critical sectors such as fertiliser and construction."" | ""the project is strategically positioned to support the expanding copper producers in the Zambian Copper Belt, which are currently reliant on imported quicklime from South Africa.""",Limeco,Zambian Copper Belt,quicklime,Limeco Resources Limited,Social,Livelihoods & Economy,"Business opportunities (local supply chains, services)"
https://www.investegate.co.uk:443/announcement/rns/gemfields-group-limited--gem/zambia-re-introduces-15-export-duty-on-emeralds/8652211,20250108,Zambia re-introduces 15% export duty on emeralds | Company Announcement | Investegate,live_ok_trafilatura,0.99,0.98,0.85,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""a new statutory instrument in Zambia dated 30 December 2024 and which came into effect on 1 January 2025 (S.I. No. 88 of 2024, the Customs and Excise (Precious Stones) (Export Duty) (Suspension) (Revocation) Order, 2024) has revoked the 2019 suspension of a 15% export duty on precious gemstones."" || Governance | Stakeholder Engagement & Rights | Community consent and consultation (FPIC – Free, Prior and Informed Consent) -> ""Gemfields notes that there was no notice or prior consultation regarding the re-introduction of the 15% export duty."" || Governance | Reputation & Social License | Social license to operate -> ""The Company will engage with the Zambian Government to seek the re-introduction of the suspension of this export duty or to remove it from the legislation given the impact on sector sustainability and investment attractiveness.""",Kagem Mining Limited,,emeralds,Gemfields,Governance || Governance || Governance,"Regulation, Compliance & Institutions || Stakeholder Engagement & Rights || Reputation & Social License","Legislative and regulatory framework effectiveness || Community consent and consultation (FPIC – Free, Prior and Informed Consent) || Social license to operate"
https://www.lusakatimes.com/2024/12/30/zacci-appalled-by-energy-crisis-police-roadblocks-unstable-kwacha-and-drought/,20241230,"Zambia : ZACCI appalled by energy crisis, police roadblocks, unstable Kwacha and drought",live_ok_trafilatura,1.0,0.95,0.85,"Social | Livelihoods & Economy | Employment creation and job security -> ""Mr Kabaghe said the Mineral Regulatory Commission will ensure that local businesses benefit from the mining sector, fostering economic growth and job creation in Zambia."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""The initiative will boost the productivity and growth of enterprises, including artisanal and small-scale miners, by enhancing their access to finance, markets, and support services."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Mr Kabaghe said the Mineral Regulatory Commission will ensure that local businesses benefit from the mining sector, fostering economic growth and job creation in Zambia."" | ""Formalization offers significant economic benefits, including job creation, a wider tax base, increased financial inclusion and accelerated inclusive economic growth,"" he said."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Furthermore, we implore government to expedite the implementation of the Mineral Regulatory Commission. This body is crucial for ensuring that our mineral resources are managed effectively and contribute to national development. Also, we urge the government to expeditiously legislate the local content requirements that must be integrated into the operations of the Mineral Regulatory Commission,"" he said."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""ZACCI believes the Public Private Dialogue Forum (PPDF) remains a good forum to enhance public and private sector dialogue on condition that the public sector should not play the role of the private sector through the PPDF. The PPDF is expected to provide a table for public and private players to resolve issues,"" he said.""",,,,,Social || Social || Social || Governance || Governance,"Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Regulation, Compliance & Institutions || Stakeholder Engagement & Rights","Employment creation and job security || Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation || Legislative and regulatory framework effectiveness || Stakeholder inclusion in decision-making"
https://www.lusakatimes.com/2024/12/31/zambias-business-landscape-a-leap-towards-prosperity/,20241231,Zambia : Zambia's Business Landscape: A Leap Towards Prosperity,live_ok_trafilatura,1.0,0.95,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""increased employment opportunities"" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""new business opportunities"" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""reintroduction of tax deductibility for mineral royalty taxes from corporate income tax"" | ""concerns over certain proposed mining laws"" || Social | Equity, Rights & Vulnerable Groups | Wealth distribution and inequality -> ""At first glance, this looks unfavourable to the locals"" | ""broadening the tax base""",,,,,Social || Social || Governance || Social,"Livelihoods & Economy || Livelihoods & Economy || Regulation, Compliance & Institutions || Equity, Rights & Vulnerable Groups","Employment creation and job security || Business opportunities (local supply chains, services) || Legislative and regulatory framework effectiveness || Wealth distribution and inequality"
https://www.lusakatimes.com/2025/01/03/2024a-terrible-year-for-zambia-kashinga/,20250103,Zambia : 2024:A Terrible Year For Zambia- Kashinga,live_ok_trafilatura,0.99,0.99,0.75,"Social | Livelihoods & Economy | Employment creation and job security -> ""Mr. Kashinga bemoaned the reported lack of activities at Mopani Copper Mines and Konkola Copper Mines despite the arrival of investors to run the two mines last year."" | ""We can safely tell the people of Zambia that nothing new was happening at KCM and Mopani because the investors at the two mines are broke and have not invested the huge funds as promised."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Mr. Kashinga bemoaned the reported lack of activities at Mopani Copper Mines and Konkola Copper Mines despite the arrival of investors to run the two mines last year."" | ""We can safely tell the people of Zambia that nothing new was happening at KCM and Mopani because the investors at the two mines are broke and have not invested the huge funds as promised."" || Governance | Reputation & Social License | Mining image and public perception -> ""International Resources Holdings (IRH) at Mopani and Vedanta at KCM are literally doing nothing to revive the two mines because there is clearly a lack of political will to stir the mining sector,""",Mopani Copper Mines; Konkola Copper Mines,Copperbelt Province,copper,International Resources Holdings; Vedanta,Social || Social || Governance,Livelihoods & Economy || Livelihoods & Economy || Reputation & Social License,"Employment creation and job security || Business opportunities (local supply chains, services) || Mining image and public perception"
https://www.marketscreener.com/quote/index/S-P-GSCI-SILVER-INDEX-46869173/news/Gemfields-asks-Zambia-to-reverse-emerald-export-tax-48703536/,20250108,Gemfields asks Zambia to reverse emerald export tax | MarketScreener,live_ok_trafilatura,0.95,0.95,0.7,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Coloured gemstone producer Gemfields has asked the Zambian government to remove a recently re-introduced 15% export tax on emeralds to avoid hurting the sector."" | ""The company will engage with the Zambian government to seek the re-introduction of the suspension of this export duty or to remove it from the legislation given the impact on sector sustainability and investment attractiveness."" | ""The southern African country, the world's second largest emerald producer after Colombia, re-introduced the tax on Jan.1, after it was suspended in 2019.""",Kagem,,emeralds,Gemfields,Governance,"Regulation, Compliance & Institutions",Legislative and regulatory framework effectiveness
https://www.miningmx.com/top-story/59386-gates-kobold-metals-raises-537-in-latest-funding-round/,20250101,Gates' Kobold Metals raises $537m in latest funding round - Miningmx,live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""House told the Financial Times his company planned to hire ""aggressively"" and add data scientists who have a more traditional technology background to its teams, as well geoscientists to survey possible deposits and collect data."" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""House told the Financial Times his company planned to hire ""aggressively"" and add data scientists who have a more traditional technology background to its teams, as well geoscientists to survey possible deposits and collect data.""",Mingomba,,copper,KOBOLD Metals,Social || Social,Livelihoods & Economy || Livelihoods & Economy,"Employment creation and job security || Human capital development (skills, training, workforce development)"
https://www.miningmx.com/top-story/59424-gemfields-hit-by-shock-15-export-duty-on-zambian-emeralds/,20250108,Gemfields hit by shock 15% export duty on Zambian emeralds - Miningmx,live_ok_trafilatura,0.95,0.95,0.9,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""ZAMBIA has imposed a shock 15% export duty on precious gemstones"" | ""Combined with an existing 6% mineral royalty tax, the export duty – effective from January 1 – takes the effective tax on Gemfields' emerald revenues to 21%."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""there had been no prior consultation regarding the reintroduction of the duty."" || Governance | Reputation & Social License | Mining image and public perception -> ""the bill would destabilise the reputation of Zambia's mining sector."" || Governance | Reputation & Social License | Social license to operate -> ""Gemfields would ""engage"" with the Zambian government in an effort to have the export duty suspended again ""given the impact on sector sustainability and investment attractiveness"".""",Kagem,,emeralds,Gemfields,Governance || Governance || Governance || Governance,"Regulation, Compliance & Institutions || Stakeholder Engagement & Rights || Reputation & Social License || Reputation & Social License",Legislative and regulatory framework effectiveness || Stakeholder inclusion in decision-making || Mining image and public perception || Social license to operate
https://www.miningmx.com/trending/59386-gates-kobold-metals-raises-537-in-latest-funding-round/,20250103,Gates' Kobold Metals raises $537m in latest funding round - Miningmx,live_ok_trafilatura,0.9,0.95,0.7,"Social | Livelihoods & Economy | Employment creation and job security -> ""House told the Financial Times his company planned to hire ""aggressively"" and add data scientists who have a more traditional technology background to its teams, as well geoscientists to survey possible deposits and collect data."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> """"There's a real demand from [mining] majors to partner with [KoBold] so clearly they're doing something right,"" said David George, a general partner at Andreessen Horowitz.""",Mingomba,,copper,KOBOLD Metals,Social || Social,Livelihoods & Economy || Livelihoods & Economy,"Employment creation and job security || Business opportunities (local supply chains, services)"
https://www.miningweekly.com/article/gemfields-urges-zambia-to-reconsider-emerald-export-duty-2025-01-08,20250108,Gemfields urges Zambia to reconsider emerald export duty,live_ok_newspaper,0.95,0.95,0.85,"Governance | Stakeholder Engagement & Rights | Community consent and consultation (FPIC – Free, Prior and Informed Consent) -> ""The suspension remained in effect until January 1, 2025, when the duty was unexpectedly reinstated without notice or prior consultation, according to Gemfields."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""The 15% export duty was initially introduced at the start of 2019, but was suspended later that year after lobbying by the emerald sector. The suspension remained in effect until January 1, 2025, when the duty was unexpectedly reinstated without notice or prior consultation, according to Gemfields.""",Kagem Mining,,emeralds,Gemfields,Governance || Governance,"Stakeholder Engagement & Rights || Regulation, Compliance & Institutions","Community consent and consultation (FPIC – Free, Prior and Informed Consent) || Legislative and regulatory framework effectiveness"
https://www.newsday.co.zw/local-news/article/200036728/zim-reels-from-moza-crisis,20250108,Zim reels from Moza crisis -Newsday Zimbabwe,live_ok_trafilatura,0.9,0.9,0.7,"Environmental | Land, Soil & Geology | Transport corridors and access road impacts -> ""The turmoil, which erupted following the contested results of that country's recent general elections, has spilled to the economic sphere, with Zimbabwe emerging as one of the hardest-hit nations."" | ""The violence, centred in key Mozambican provinces, has disrupted critical transport corridors, including Beira and Maputo trade routes."" | ""These routes are vital arteries for landlocked countries like Zimbabwe, Zambia and Malawi, which rely heavily on Mozambican ports for export trade."" | ""From Maputo we are importing grains, fuels and fertilisers and to a limited extent coal from Maputo to Zambia.""",,,coal,,Environmental,"Land, Soil & Geology",Transport corridors and access road impacts
https://www.proactiveinvestors.com/companies/news/1063464/midnight-sun-mining-secures-kazhiba-target-license-renewal-icymi-1063464.html,20241228,"Midnight Sun Mining secures Kazhiba target license renewal - ICYMI | TSX-V:MMA, OTCQB:MDNGF",live_ok_trafilatura,0.95,0.98,0.85,"Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""We've just received approval from the Mines Ministry of Zambia for the renewal of the license covering our Kazhiba target."" | ""we've amended the earning agreement to remove the long stop date. This gives us more flexibility to obtain the required environmental permits without repeatedly extending deadlines."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""We aim to address their supply issues and support their operations for the next 5 to 10 years."" | ""However, its oxide copper supply has been depleted. Our property is now the only source of high-concentration oxides in the area."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""You also mentioned near-term production opportunities and potential cash flow.""",Kazhiba,,copper,Midnight Sun Mining Corp,Governance || Social || Social,"Regulation, Compliance & Institutions || Livelihoods & Economy || Livelihoods & Economy","Mining permitting and licensing practices || Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation"
https://www.proactiveinvestors.com/companies/news/1063707/goviex-uranium-reflects-on-renewed-focus-on-muntanga-project-1063707.html,20250106,GoviEx Uranium reflects on renewed focus on Muntanga project | ASX:AEU,live_ok_trafilatura,0.95,0.95,0.9,"Environmental | Water Resources | Water management challenges -> ""completed most aspects of its feasibility study, including geotechnical and water management plans."" || Governance | Regulation, Compliance & Institutions | Compliance with national and international standards -> ""Environmental and social assessments, aligned with International Finance Corporation guidelines, are also nearing completion.""",Muntanga,,uranium,GoviEx Uranium,Environmental || Governance,"Water Resources || Regulation, Compliance & Institutions",Water management challenges || Compliance with national and international standards
https://www.proactiveinvestors.com/companies/news/1063738/goviex-stock-rises-amid-strategic-push-in-zambia-positive-2025-outlook-1063738.html,20250106,"GoviEx stock rises amid strategic push in Zambia, positive 2025 outlook | ASX:AEU",live_ok_trafilatura,0.95,0.95,0.7,"Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""the company is refining its focus on strategic projects, citing its recent option to explore Zambia's Lundazi license as a step to expand its presence in a mining-friendly region and complement its work at Muntanga.""",Muntanga,Lundazi,uranium,GoviEx Uranium Inc,Governance,"Regulation, Compliance & Institutions",Mining permitting and licensing practices
https://www.proactiveinvestors.com/companies/news/1063802/goviex-uranium-ceo-on-pivotal-year-for-company-upcoming-2025-milestones-1063802.html,20250107,GoviEx Uranium CEO on 'pivotal' year for company; upcoming 2025 milestones | ASX:AEU,live_ok_trafilatura,0.99,0.99,0.8,"Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""complete the Environmental and Social Impact Assessment (ESIA) for construction approvals."" | ""plans for the Lundazi license in Zambia, including initial fieldwork once environmental sign-offs are completed."" || Environmental | Water Resources | Water management challenges -> ""comprehensive work completed, including geotechnical studies, water management, and engineering designs for five deposits.""",Muntanga,Lundazi,uranium,GoviEx Uranium Inc,Governance || Environmental,"Regulation, Compliance & Institutions || Water Resources",Mining permitting and licensing practices || Water management challenges
https://www.thestar.com.my/news/world/2024/12/28/seminar-held-in-zambia-to-enhance-labor-relations-between-chinese-enterprises-local-employees,20241227,"Seminar held in Zambia to enhance labor relations between Chinese enterprises, local employees | The Star",live_ok_trafilatura,1.0,0.95,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""Chinese enterprises have invested more than 3.5 billion dollars in Zambia's mining sector, creating about 15,000 jobs.""",,Lusaka,,,Social,Livelihoods & Economy,Employment creation and job security
